model,parameters,subset,hessian,prior precision,BMA test accuracy (%),BMA train accuracy (%),bayes loss,gibbs loss,bayes loss train,gibbs loss train,neg log marginal laplace,neg log marginal,normalized KL,last layer params,inverse rate,s value,variance,lambda,expected cumulant,expected norm,expanded kl
ConvNN-87k,87930.0,last_layer,kron,1000.0,0.616,0.85244,1.340367,1.347794,0.45410615,0.45658746,0.933709375,0.9368556276798248,0.4802681640625,1010,1.3469818059125123,3.6930048968715967,4.133907794952393,58922.977,79364.484375,6.9528303146362305,160619.328125
ConvNN-100k,100421.0,last_layer,kron,1000.0,0.6238,0.87446,1.4048934,1.4135736,0.39778382,0.4002355,0.8951784375,0.898268863286972,0.498033359375,1100,1.415255061418194,3.913168245451068,4.927279472351074,238156.66,337048.5,7.084950923919678,170739.015625
ConvNN-118k,118551.0,last_layer,kron,1000.0,0.639,0.9251,1.4909402,1.5021869,0.26400462,0.26597127,0.822970625,0.8264005700588226,0.560429296875,1180,1.5024670010650678,4.35219702602668,6.615365028381348,294313.2,442191.5,7.518704414367676,189570.21875
ConvNN-138k,138364.0,last_layer,kron,1000.0,0.6324,0.945,1.6222007,1.6359305,0.21261092,0.2144054,0.7763584375,0.7807804416036606,0.5663750390625,1270,1.6368085674691326,4.564555140376467,8.162127494812012,298933.7,489292.65624999994,7.564402103424072,199890.625
ConvNN-153k,153738.0,last_layer,kron,1000.0,0.6456,0.95628,1.5938035,1.6082766,0.18029498,0.18181157,0.773679609375,0.7775232117462159,0.595711640625,1350,1.6101315419037847,4.747678529406747,8.256335258483887,298432.88,480511.43750000006,7.761469841003418,207579.78125
ConvNN-175k,175981.0,last_layer,kron,1000.0,0.648,0.96988,1.710821,1.727712,0.14506066,0.14638491,0.75117890625,0.755163815999031,0.60877890625,1430,1.7306346006486104,4.914514756756295,9.924371719360352,298745.2,517013.84375,7.851059913635254,215268.0625
ConvNN-193k,193491.0,last_layer,kron,1000.0,0.6473,0.97758,1.8117177,1.8308437,0.12071588,0.121824525,0.7392365625,0.743313001859188,0.6214884765625,1520,1.8302439485233246,5.08716465506676,11.282539367675781,294397.3,538813.8125,7.939437389373779,223264.90625
ConvNN-218k,218355.0,last_layer,kron,1000.0,0.6525,0.9894,1.8749552,1.8993471,0.080046676,0.080880195,0.72773671875,0.7312299995899201,0.6503498046875,1600,1.9016833249041636,5.315303670972079,13.013611793518066,299119.5,568825.25,8.125454902648926,233228.5625
ConvNN-244k,244962.0,last_layer,kron,1000.0,0.6472,0.996,2.1000445,2.1306899,0.05401472,0.05458987,0.7151021875,0.7180478400671482,0.66345796875,1690,2.1314749483545965,5.522735983680833,15.724443435668945,294555.8,627832.8125,8.21651554107666,242944.5625
ConvNN-265k,265295.0,last_layer,kron,1000.0,0.652,0.99696,2.0427032,2.071796,0.048631806,0.049119424,0.70890515625,0.7116641115748882,0.6625446875,1770,2.074819705679132,5.586025218215523,14.948022842407227,292724.0,607343.9375,8.216461181640625,246154.625
ConvNN-294k,294272.0,last_layer,kron,1000.0,0.6456,0.99838,2.16105,2.1944659,0.03837969,0.038739674,0.703708671875,0.7062901425433159,0.66755046875,1850,2.1901575408414216,5.673218993341026,16.597122192382812,296618.12,649634.75,8.256937026977539,250263.9375
ConvNN-316k,316801.0,last_layer,kron,1000.0,0.6461,0.99938,2.2706518,2.3092666,0.027088275,0.027332911,0.68894765625,0.6912658800178766,0.66393296875,1940,2.3203772172903587,5.780308635133862,19.315486907958984,294128.38,682483.0,8.242700576782227,255799.1875
ConvNN-348k,348399.0,last_layer,kron,1000.0,0.6598,0.99974,2.189388,2.2288399,0.02239087,0.022580387,0.69249796875,0.694315777695775,0.671735390625,2020,2.224757505803223,5.882895608748334,18.216218948364258,296868.88,660455.375,8.298218727111816,260538.3125
ConvNN-381k,381800.0,last_layer,kron,1000.0,0.6723,0.99988,2.1440659,2.184662,0.015572459,0.015684126,0.68199859375,0.683144594694972,0.66746046875,2110,2.1907635731171973,5.953332095603072,18.614246368408203,297101.8,650873.875,8.282808303833008,264273.8125
ConvNN-407k,407092.0,last_layer,kron,1000.0,0.6667,0.9999,2.1175559,2.1599169,0.017148422,0.017281014,0.692175546875,0.6935052332222462,0.67622421875,2190,2.1644020074982615,6.047890236765895,17.624828338623047,297517.2,643940.75,8.338032722473145,268563.4375
ConvNN-442k,442803.0,last_layer,kron,1000.0,0.657,0.99984,2.2362797,2.284568,0.015129422,0.015253053,0.690547421875,0.6919561780467629,0.676703125,2270,2.283732801796786,6.154036890948978,19.219844818115234,299251.5,683404.3125,8.34666633605957,273846.71875
ConvNN-470k,470351.0,last_layer,kron,1000.0,0.6663,0.99994,2.190916,2.240806,0.014955988,0.015077352,0.680541328125,0.6820636797174812,0.666986328125,2360,2.247372350022192,6.195546549267145,19.244365692138672,297089.88,667665.375,8.29317855834961,276408.0
ConvNN-508k,508683.0,last_layer,kron,1000.0,0.6673,1.0,2.1945662,2.2453778,0.012999764,0.013099459,0.6847975,0.6861200839999319,0.673020625,2440,2.239924400433395,6.268086046932098,19.17437744140625,299200.3,670179.8125,8.33449935913086,279733.1875
ConvNN-548k,548878.0,last_layer,kron,1000.0,0.667,0.99998,2.1462607,2.1947348,0.012389732,0.012477883,0.6821159375,0.6831763206377626,0.6706984375,2530,2.198986787360873,6.362021988150922,18.40862274169922,295335.8,649433.1875,8.329936981201172,284546.0
ConvNN-579k,579129.0,last_layer,kron,1000.0,0.6761,1.0,2.0570157,2.1055377,0.012312229,0.012403983,0.675656640625,0.6767986701914668,0.6643946875,2610,2.098739610466637,6.389998797687113,17.71858787536621,296835.8,622974.6875,8.293193817138672,286260.0
ConvNN-621k,621574.0,last_layer,kron,1000.0,0.6815,0.99998,1.9910948,2.0372536,0.011963693,0.012045527,0.6650446875,0.6661786518770456,0.654133125,2690,2.037771010451594,6.4386207076253115,16.395614624023438,297917.0,607080.1874999999,8.237066268920898,289204.125
ConvNN-654k,654141.0,last_layer,kron,1000.0,0.6724,0.99998,2.09935,2.1470256,0.012044559,0.0121258395,0.665949765625,0.6669203707292676,0.65479453125,2780,2.146617777433388,6.503158404629252,18.089473724365234,293387.88,629785.125,8.24783992767334,292397.875
ConvNN-699k,699207.0,last_layer,kron,1000.0,0.6666,1.0,2.0927525,2.142705,0.011524943,0.011601907,0.662479609375,0.6634681572011113,0.65186625,2860,2.1446656481080355,6.59081687654869,17.23577880859375,298313.5,639776.125,8.234197616577148,296927.125
ConvNN-746k,746196.0,last_layer,kron,1000.0,0.6798,1.0,1.9574884,1.9998804,0.011689007,0.011760425,0.6649771875,0.6658875341975689,0.654127109375,2950,1.9951592498615083,6.635074871083581,15.728742599487305,298105.12,594760.5625,8.25555419921875,299026.9375
ConvNN-781k,781406.0,last_layer,kron,1000.0,0.6817,0.99998,1.9245466,1.9676738,0.011393708,0.0114644,0.6503076953125,0.6511712752169371,0.639706875,3030,1.9644790384223965,6.656478814787455,15.374876976013184,297429.12,584286.625,8.172107696533203,300818.125
ConvNN-830k,830585.0,last_layer,kron,1000.0,0.6752,1.0,1.9811566,2.027347,0.011586917,0.011663366,0.655448046875,0.6561654754841327,0.644502109375,3110,2.030441926864794,6.759446108508329,15.78941535949707,297242.5,603526.875,8.207511901855469,305726.625
ConvNN-868k,868171.0,last_layer,kron,1000.0,0.6869,1.0,1.884655,1.9266343,0.0114977,0.011571687,0.6533788671875,0.6542253976523876,0.6426537109375,3200,1.9237675467998436,6.816311347375607,15.047501564025879,296741.2,570854.25,8.19989013671875,308662.25
ConvNN-919k,919971.0,last_layer,kron,1000.0,0.686,0.99998,1.8840115,1.9231144,0.011064391,0.011124865,0.649926171875,0.6507225214019418,0.63959765625,3280,1.9278135347432652,6.871343893339026,14.83292007446289,298606.06,575649.9375,8.188593864440918,311566.625
ConvNN-973k,973754.0,last_layer,kron,1000.0,0.6849,1.0,1.8623593,1.9034722,0.011597907,0.01167166,0.64977828125,0.6507746282866597,0.63910296875,3370,1.9049484868224724,6.949513269226544,14.463502883911133,293405.25,558914.9375,8.189380645751953,315499.75
ConvNN-1013k,1013923.0,last_layer,kron,1000.0,0.6892,0.99998,1.8434999,1.884397,0.010968608,0.0110333795,0.6520131640625,0.6528584575977922,0.641825078125,3450,1.876170092134883,7.024845635248864,14.106033325195312,298034.62,559156.625,8.210609436035156,319130.1875
ConvNN-1069k,1069836.0,last_layer,kron,1000.0,0.6893,0.99996,1.816861,1.854406,0.011660038,0.011728628,0.6508100390625,0.6517120651072263,0.6399834375,3530,1.851475931555813,7.083708921889597,13.679492950439453,298076.12,551873.6875,8.207202911376953,322165.375
ConvNN-1112k,1112441.0,last_layer,kron,1000.0,0.6856,0.99998,1.7694279,1.8083507,0.011105782,0.01116681,0.640639609375,0.6416421225580573,0.6304753125,3620,1.8064327175703396,7.130014222995619,12.871421813964844,299561.2,541130.0,8.15245532989502,324956.0
ConvNN-1170k,1170975.0,last_layer,kron,1000.0,0.6952,0.99998,1.7552506,1.7921883,0.011251694,0.011313209,0.6411200390625,0.642116490560174,0.63080328125,3700,1.7947035624869474,7.214712635713874,13.50617790222168,299646.75,537769.875,8.160573959350586,329174.4375
ConvNN-1231k,1231552.0,last_layer,kron,1000.0,0.69,1.0,1.7904701,1.8319824,0.010577338,0.010637222,0.6427527734375,0.6434933546704054,0.6328561328125,3790,1.8384416743534675,7.319563834300346,13.821096420288086,299591.06,550773.375,8.17766284942627,334314.25
ConvNN-1276k,1276680.0,last_layer,kron,1000.0,0.6828,1.0,1.8029985,1.8447157,0.010607269,0.010666565,0.6332739453125,0.6341826587882637,0.62351609375,3870,1.850699802958419,7.354356991100981,13.908465385437012,298188.38,551849.8125,8.125730514526367,336520.875
ConvNN-1339k,1339327.0,last_layer,kron,1000.0,0.6909,0.99998,1.7721483,1.811525,0.01089861,0.010964753,0.642840546875,0.6437692062312365,0.632804453125,3950,1.8121519596485847,7.442992123178623,13.810565948486328,296925.8,538067.25,8.187764167785645,340488.125
ConvNN-1386k,1386951.0,last_layer,kron,1000.0,0.696,0.99998,1.7375526,1.7749238,0.010788883,0.010848622,0.63342234375,0.6342705359002948,0.6234219140625,4040,1.7783527447340959,7.477000264278945,13.233564376831055,297646.2,529312.4375,8.13542652130127,342657.625
ConvNN-1452k,1452219.0,last_layer,kron,1000.0,0.6995,1.0,1.6993883,1.7335503,0.011105436,0.011162519,0.63429921875,0.635019706954956,0.6238571875,4120,1.7351750977552587,7.543046858648332,12.737653732299805,298880.8,518603.0,8.145574569702148,345938.125
